volume,path,title,chars,hash
卷06,content/models/confidence-calibration.md,置信度校准,6700,39c319ff3fd4e52377a1463350b889f13282f06d747e5f8b9d8b326855f85e96
卷06,content/models/darwinian-objectivity.md,达尔文式客观态度,7216,07ea9e28b73795a8f84f32c3d06c34ab287347700034c7d535e8f042147b62d5
卷06,content/models/falsifiability-criterion.md,可证伪性标准,6889,c17508716ce514e4fc0376abb646946858ff807d6b998eccada2239e70398ebc
卷06,content/models/falsification.md,否证思维,7348,3094cf05c4ee11adbccf5c30751c034b497324d8fb2db83a1189f13878dd7cbd
卷06,content/models/feynman-technique.md,费曼技巧,7317,e12f3da27888b4ddf356f677a537773f9d59ae3c8063b0273c2477fc3493f33b
卷06,content/models/first-principles-thinking.md,第一性原理思维,6619,5335b1a6d23289fd65302bea5772600b1f8b4a6c70ce4fd375cf74b32fa06a43
卷06,content/models/five-ws-principle.md,五何原则,4836,369a695b2cbfb47bd1cb8ff2c0da74a154acd01e728b21132915a3b4cf360bdf
卷06,content/models/hanlons-razor.md,汉隆剃刀,6168,c66c736ae97fcb63ccbb3d213bb8041feef491490a4ff03172cb080cf8b5fe47
卷06,content/models/inversion.md,逆向思维,8910,774c5504390c8f656e8860ddc76594c09ebb658c1f6311ebadfd42d6f5d31469
卷06,content/models/latticework-of-mental-models.md,多元思维模型框架,11592,d0cd13b1317114b977f1859efde6ad9352c40f7f283cebd20e7b4bf8d32e9850
卷06,content/models/man-with-a-hammer-syndrome.md,铁锤人倾向,8141,aeee533dee48f572dfda92f9de55b514096849d30f13326ba1918744deb07a9f
卷06,content/models/map-is-not-the-territory.md,地图不是疆域,6301,879dd9f4eaede495e0c2a0b422f9a0dbcfa51b9e0e36e3653e74e408fe17387a
卷06,content/models/multidisciplinary-approach.md,跨学科思维,8143,eaafdc1861e4ccc63fb5959b2286828b95f65455e5cf6d9aaad724d6c75bf0f3
卷06,content/models/occams-razor.md,奥卡姆剃刀,8270,f4bfac9448ac6e72efb2b876880baa2c6a1163808ebc8625b2e5d06f51188ddb
卷06,content/models/physics-envy.md,物理学妒忌,5739,a7f12bd6631ecff65f27035e0f9128d9d88bdd96d7f05efb7b32e59e6d4a8038
卷06,content/models/pluralistic-ignorance.md,多数无知与从众谬误,5961,2b57ccdc6ce17c6e5358e4a4d6087a685d6f599f711e3486e23dedf4354692bf
卷06,content/models/premortems.md,极端情景模拟,7018,e15841935d53e3af661cb584b760438b21a4d8cc73ddf9ea695c795a95e1322d
卷06,content/models/repeat-what-works.md,重复有效的行为,5630,1cfd514a1a14496b6c6ac633e143dd8729385e7c4298112e9ead251b9116940c
卷06,content/models/second-order-thinking.md,二阶效应,7050,bcea91a1765d8fc0668263923305cb814b12f5df8b651e5d0ce99c7c2c277a0f
卷06,content/models/thought-experiments.md,思想实验,6104,6b2a2a3151179b4a84c2b0302a9e88ac870d1d14c73c8039135da19b7adbfb80
卷06,content/models/two-track-analysis.md,双轨分析,8062,b0b8f53604f9cd0182a5e991f1b1fc71a93968edf5aed45328e8e9242ba1fe31
卷07,content/models/arithmetic-expected-value.md,算术期望值,5967,92546d654ce2f29be8ef4308ee4c1d0eeb3d0fda0e3350c0bd3fbc059b42068f
卷07,content/models/asymmetry-convexity.md,不对称性与凸性,6480,a4d56798aea2a334b195348ab2acd3f03155be46411d9992585e818f418925f1
卷07,content/models/basic-arithmetic-order-of-magnitude-estimation.md,基本算术与数量级估算,6272,be5902c7e5f1bd6960f8cdc216f84accba7bcc3451b283b9ba7f71400fe1d336
卷07,content/models/basic-game-theory.md,博弈论基础,6712,1771908a93d7526612594f5449cb466268ab8a91221ac24b02f5b3b5ac5208c3
卷07,content/models/bayes-theorem.md,贝叶斯定理,6512,5d55e0a36f04821333db1e590bd0dda7be22105fe85370534006a3d83b0f6b47
卷07,content/models/compound-interest.md,复利效应,6159,94a0b50ec29968c58d32de24a507d7710de7ecc1d0b60458d006993f4de165f7
卷07,content/models/conditional-probability-base-rates.md,条件概率与基础比率,9070,175817fb305c8830fe893c76a0e6850e8b5b08679acc7331780ba3efd151f027
卷07,content/models/correlation-is-not-causation.md,相关不等于因果,9282,963458d4c065374a422fa964e38f90527dee293f069633853453125e796a7b07
卷07,content/models/decision-tree-theory.md,决策树理论,7005,c186b2dece10649c9cd233865699324ea276382a0d91a1de2af6cc116655676f
卷07,content/models/law-of-large-numbers.md,大数定律,6955,4f8ca7c71fadafa5c57126483473e629af213b3d1a98b514cf0d68f3de1d67f9
卷07,content/models/limits-of-extrapolation-nonlinearity.md,趋势外推的局限,9042,e1bc8a169160b2bade591764b360a852317a7616515e1682bad1465ff3b7d051
卷07,content/models/marginal-analysis.md,边际分析,6441,09e221cdcd17a6b37a3f3f3d1b282ad8ac1473a1f8d0b343c1a16a1f6a32920c
卷07,content/models/multiplicative-systems.md,乘法系统思维,6810,ead4adf8036cecba01f5fa5b4bdc79c1ce553b0d2e3f2ddf41fb1de3ab6610bb
卷07,content/models/network-theory.md,网络理论,8758,2e758eb386f7b67088bd16fcbdef0fbd97296fed7343f55eb823e77d1dcb8c40
卷07,content/models/normal-non-normal-distributions.md,正态与非正态分布,7117,00fadfe2d9dec5cfc545793e35e487f6e4ed9cba3b36dade532b8c445ee6e03a
卷07,content/models/permutations-and-combinations.md,排列组合原理,5857,f84141c1e3cd54462dfd8b1eb12dd253757ed110f109df51f2f593c6078374de
卷07,content/models/power-laws.md,幂律分布,7477,44da77e292e25effbe17563d14c4fbf9b338bb3694a267c17111cbb4dc1abac4
卷07,content/models/probabilistic-thinking-expected-value.md,概率思维与期望值,9093,c2aa02dd2ab79b7bdf13d08a655b569955f0b46f7c78139168e501d3fda4eb0c
卷07,content/models/regression-to-the-mean.md,回归均值,9616,11410e614b8a885521685ff399ce213319db66a8b92cd8eabc058d9fec2a83a6
卷07,content/models/sample-size-statistical-significance.md,样本量与统计显著性,8096,2e1767565037d3c873db82d656f6a557f5d9f13f1e69f9cfe7d7055ce8325593
卷08,content/models/anchoring-bias.md,锚定偏差,7146,07f88a93040298611cf3ebabaa6b1262cee80c2291d76b7f89212bc0f5fdb580
卷08,content/models/authority-misinfluence-tendency.md,权威错误影响倾向,8701,e193b785bd2102f94884d8732617e9a43adbddbebb6a4e5f57607d674d3d1fce
卷08,content/models/availability-misweighing-tendency.md,错误衡量易得性倾向,7306,451fbd2362d0753c22b936510ea31d001a4ae27087f14bbb999dbc6e050e6401
卷08,content/models/contrast-misreaction-tendency.md,对比错误反应倾向,8483,ddb42251d74be97beee39382fb04d78621a0307d88f9241925d26249a7ee97d8
卷08,content/models/curiosity-tendency.md,好奇心倾向,636,4ed31e5c9ce44d1ecfb4e279c161b51b0feef03bddb5ba6153b791e3dabc955e
卷08,content/models/deprival-superreaction-tendency.md,被剥夺超级反应倾向,9041,cda5294b153aa66f75a50897759191da1f81ca95dca8edfa9e520a8e8e8d0e37
卷08,content/models/disliking-hating-tendency.md,讨厌与憎恨倾向,7542,033e1f002660ab26ed73c5ef9dc2bda8dcb9aa83eb08ae79cae1b73a29843760
卷08,content/models/doubt-avoidance-tendency.md,避免怀疑倾向,7252,3fe12f406c2ff876b912d12c2ef6669b793bfe070c5cc34147300f6dc81237ea
卷08,content/models/drug-misinfluence-tendency.md,化学物质错误影响倾向,7234,1bec05717da98b607a37391e1f5ba50987f236f53f01b7760896789be37e638e
卷08,content/models/envy-jealousy-tendency.md,艳羡与妒忌倾向,7328,7894af33f4b15493a72e50816ba7570773b0940ae639bf1ba0752b3d921e4220
卷08,content/models/excessive-self-regard-tendency.md,自视过高的倾向,9024,644bb050b46b7315214679f4eba2ff91b94e066dce17582dbd2db4e33e09de29
卷08,content/models/herding-behavior.md,羊群行为,8109,34d89634a5a6f19f6a3e8b2d89044ca4004c6da9e220d18bbbb714c748d7f148
卷08,content/models/inconsistency-avoidance-tendency.md,避免不一致性倾向,8025,4abe2d22b67ec0deb9146824120c377724bdbcaeb34159a6fa32b98de923bf5b
卷08,content/models/influence-from-mere-association-tendency.md,受简单联想影响的倾向,10977,c3b3bd75b05cb57f0934df9ce72fde61a34f369853b839555e95758263f73de4
卷08,content/models/kantian-fairness-tendency.md,康德式公平倾向,8887,8a34bcd4e598b7c4b91946be16431f2b50bae596f9fd44b9614d8ad07cfd7771
卷08,content/models/liking-loving-tendency.md,喜欢与热爱倾向,9542,26628a12eb223ded586940cf914056fdaa2b30cafdd77b16bfa46107030d08a0
卷08,content/models/lollapalooza-tendency.md,Lollapalooza倾向,13433,4268270d81a93d03e9969a9fb15dc80d5cba5352afbb0ffa9308e81a7d60d369
卷08,content/models/mental-accounting.md,心理账户,8374,942430dd2afb38c48367ca587635ff5937c0301a7e5f5ddb867b6aa2844b0a42
卷08,content/models/narrative-fallacy.md,叙事谬误,8227,3ff4a41fe09e6328791581b2cafa67097383810372d7508d2d9ca26514a8bac0
卷08,content/models/overoptimism-tendency.md,过度乐观倾向,8102,01f91ce43954a783ad947098f4ab371a9dc2445f881b034ec09bd8e4a2274b92
卷08,content/models/psychology-of-human-misjudgment.md,人类误判心理学,3099,7ab38bfc5684fc66ae703e89d3390b7c2b6ab8c9ee106a045e0656e7310d3f5f
卷08,content/models/reason-respecting-tendency.md,重视理由倾向,8537,5d2c5d3cb15cf3d9b7d66445c697c7073ae98ad4ec62961f6e49d8edce7ae006
卷08,content/models/reciprocation-tendency.md,回馈倾向,7428,ccd0b2977e3afdbdcb4abf0546305eff04371ae9caeaf3d4753da612acc53954
卷08,content/models/reward-and-punishment-superresponse-tendency.md,奖励和惩罚超级反应倾向,7998,85f0dafaf39e7837a1d730c4392e24762e93d3006e7467c5a1118b9ff064e924
卷08,content/models/senescence-misinfluence-tendency.md,衰老错误影响倾向,6177,a2f3ae4149b1643c592cd869c3bff22c3540f19b89eda666a6378f23488e2e00
卷08,content/models/simple-pain-avoiding-psychological-denial.md,避免痛苦的心理否认,9519,849da70cbe00b5ecb54d394ffeb07c04411b4e4b3456e3ca66904622b3f5e7c9
卷08,content/models/social-proof-tendency.md,社会认同倾向,8462,c6168521eb214855a583bdbf8a1690515118a2352d68928efbfb68b113b6f442
卷08,content/models/stress-influence-tendency.md,压力影响倾向,8000,97ae8b883eac635fe61e935d4043c5375e3a03ef623ec3de640e3512c1ae3570
卷08,content/models/sunk-cost-fallacy.md,沉没成本谬误,7571,2b1d0edecb258cf41b7a6dc5ea1a5a3ccfac5b9990b5bd0fee94c7c68cd28963
卷08,content/models/survivorship-bias.md,幸存者偏差,7124,df05f1af1a84f0576631ec94674b5d3e1b5fbc82f239618675dfbe2cef8dd155
卷08,content/models/twaddle-tendency.md,废话倾向,6679,20b71a3e1407703eae18c9df6af27fc8f95114c9eae3134920cf8cd845876095
卷08,content/models/use-it-or-lose-it-tendency.md,不用就忘倾向,7073,5e5d27b6d3f0c01fe16458c221eccf3eabbf7843390456d632b89f7ef307193f
卷09,content/models/adverse-selection.md,逆向选择,8095,7c3e8d2335de086ad7662043b6251163d9a32a1df23a8710249cbf3160a422ec
卷09,content/models/agency-costs.md,代理成本,7558,3913b0cbdcf7ffe02b59d2806832bfd0c2e056932725c3b7528100bb04dd85a5
卷09,content/models/asymmetric-information.md,信息不对称,6837,cbd434c0c925dcd268c45476a6a21bb1a83485bf2985d0f025242288a6505580
卷09,content/models/brand-power.md,品牌认同,7589,3c13fe17651ec15185b892a8ce9fbc620e6f558ebc020d69abbc99b750482644
卷09,content/models/circle-of-competence-management-level.md,能力圈（管理层面）,4966,f18062f7ca708426d7005f8a98066217f4aa38ad96a4879f02bc783d8a95e6e6
卷09,content/models/comparative-advantage.md,比较优势,6339,ddb85e47be56183eaf19c147b4a9fbe191a62892259af71dd926aa30dc0848c5
卷09,content/models/competitive-destruction.md,竞争性毁灭,7233,1ef37f9e7327f093da6103a36fe54115d123fb5eb07545aac8df1e1808c2f0ca
卷09,content/models/concentration-less-is-more.md,集中持仓,6870,7ec2923e6829d61d13f0cc5bb6f93f58346c8acfcd27b43c64b9faf470febd07
卷09,content/models/corporate-culture-as-asset.md,企业文化作为资产,7144,9582264feb5cc7e19d63a21a2bb6b5fb0099dbf305f4aecf7857004effce2de5
卷09,content/models/disruptive-innovation.md,破坏性创新,7584,e06d03efb665c1556234518312a3ee1b0bce08f1b554957962ce64f046d81903
卷09,content/models/economies-of-scale.md,规模优势,7237,86b675065ea6a1db3f3252706c64579cd7a5b747b1f70e864da0d25a7cf2a84f
卷09,content/models/externalities.md,外部性,8078,e561e118999731db492e343875c474f263704d3b7555578e590c899ae43fb556
卷09,content/models/flywheel-effect.md,飞轮效应,7733,9e8e3799c1b7e5071c91f029ac2e552aa80bc6d5989167e3ac07d6149b6160a4
卷09,content/models/incentive-structure-design.md,激励结构设计,8503,4e76e3fb9aacf25b883ec064939dd95b2f19614939cd743ea921d17637799201
卷09,content/models/incentives-economic-view.md,激励机制,8001,3890515300a5342b29378f93491fbc0facb465b4b78306cdea8222c87ebb513b
卷09,content/models/intellectual-property-moats.md,知识产权与护城河,8219,a5a84c77de9d9e59883eac5d789e3e0e8395378ac5bdb4349cc8e4757d149a05
卷09,content/models/lindy-effect.md,林迪效应,6536,466e2256610859c61aa3db7ac9ff35aefc6f5dd2635ae9ab12853c5480218f04
卷09,content/models/marginal-cost-marginal-revenue.md,边际成本与边际收益,6322,08eaee7bcb36adedb5cfa16130e12468026fe3dfd695b157377bdd9da2e89f57
卷09,content/models/marginal-utility.md,边际效用,7005,82c20b718f176f83b466324dabc6d9e27a5027deefa972ff97c6bccac2c6dc42
卷09,content/models/moat.md,护城河（Moat）,9563,9ca837b61418217f9c71216db762d5232280e2fba5d34d61024e81274e5db367
卷09,content/models/monopoly-oligopoly.md,垄断与寡头,7819,bfcd503f5796379a1ea3fc70abc8e5619f0f60e5f406ca365fce8157e528a9e7
卷09,content/models/moral-hazard.md,道德风险,7451,1cfd42374ed6ad0f1b04ff6bdebb5e80176dc2e89eb4e1053c25e8333dd86ec8
卷09,content/models/network-effects.md,网络效应,6992,296ea07fadd170ecaa39b08db36b465d1d9311f8a3276051d0183a652e50f0bd
卷09,content/models/opportunity-cost.md,机会成本,8797,be202f141e04b0fcd7f34ca3e949f0ac63148b5b6c5f8baf0c7f523ec61adf18
卷09,content/models/patents-trademarks-franchises.md,专利权、商标权与特许经营权,6141,240d13dae5b74426f3e9aad91875b7e8337ec0fb413abfc4ddd51f96c49f113f
卷09,content/models/price-discrimination.md,价格歧视,6369,7f7ab03d16a30bb6a846b5eef5b1e624d7af16c7be3ce02a8b65894f25d9b299
卷09,content/models/price-elasticity.md,价格弹性与定价权,8315,aa8929d5a4b7a857535fd8fe50d1f5d764246c9136ef6e5870bd856cf6df4fc1
