person,placement,year,kind,title,relative,language,completeness,evidenceStatus,currentDecision,editorialGate,sourceSupport,sourcePaths,sourceSupportNote,sourceUrl,workKey,versionFamilyCount,gapFlags,chars,exactHash
buffett,buffett-volume,1972,article-candidate,巴菲特谈喜诗糖果 1972,content/articles/buffett/巴菲特谈喜诗糖果_1972.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,22991,a0ffb3ed7cd521db6047f079637bcb0b6d5da668a6fcafb3b41ba7169fe572f0
buffett,buffett-volume,1975,article-candidate,巴菲特谈养老金问题 1975,content/articles/buffett/巴菲特谈养老金问题_1975.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,13356,8e94f33dde487e9bda175e3d55a2a754e5b34a07db0ee7f81a823d5e1ea65e7d
buffett,buffett-volume,1982,article-candidate,巴菲特谈指数期货 1982,content/articles/buffett/巴菲特谈指数期货_1982.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,2762,8549eb2b2ebc7bf5f7d2dea36a1e947f87e1182c0c50e6269d692c314e100802
buffett,buffett-volume,1991,article-candidate,巴菲特致所罗门股东信 1991,content/articles/buffett/巴菲特致所罗门股东信_1991.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,4874,bf68d37b00b94142facaf29c7c0b8c47c7e4eb24b5df64117f9a00b249b8e0ad
buffett,buffett-volume,1964,article-candidate,伯克希尔 50 周年：过去、现在和未来,content/articles/buffett/伯克希尔_50_周年：过去、现在和未来.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,22989,5be0d43b3bded2d8b4910972087527956b2ec614746fe7c12d7d22466457a2f2
buffett,buffett-volume,1996,article-candidate,伯克希尔股东手册 1996,content/articles/buffett/伯克希尔股东手册_1996.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,9900,e08b3faebec28c1b603fcd7764fb0b1072a78652489d706b8051355a81cc53da
buffett,buffett-volume,1957,article-candidate,我最看好的股票：人寿保险 1957,content/articles/buffett/我最看好的股票：人寿保险_1957.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,1477,38ecdd0018f6337ce9ee876c41b4c5730dea61103738dc540f42957a2d692229
buffett,buffett-volume,1953,article-candidate,我最看好的股票：西部保险 1953,content/articles/buffett/我最看好的股票：西部保险_1953.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,2373,dd3d5cb1576730c381930136bbf6635c02bcfe6958fa27c2579a7e4368ab85a5
buffett,buffett-volume,1957,article-candidate,我最看好的股票：油气资产管理公司 1957,content/articles/buffett/我最看好的股票：油气资产管理公司_1957.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,2453,0c55783d16314be0e934288056119783cf19c882e326c07296350fb700efc270
buffett,buffett-volume,1951,article-candidate,我最看好的股票：GEICO 保险 1951,content/articles/buffett/我最看好的股票：GEICO_保险_1951.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,2488,848a7d8841e13c768620dad96f7bfaa2becbb1ae1458ec87091b666acf37baa3
munger,munger-volume,2003,article-candidate,芒格：2003 年的金融大丑闻,content/articles/munger/芒格：2003_年的金融大丑闻.md,zh,unknown,primary-authored-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,9678,8353b5e46a5c4b5d13b61b55284f3453097ddf065d2681cd7fed69b50b351b95
both,joint-document-placement-pending,1999,other,伯克希尔：集团企业的终极折让,content/articles/other/伯克希尔：集团企业的终极折让.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required|joint-document-volume-placement-pending,81949,a044e4f50ebbf3c3d53c25b980415e7109eb773fb09797386d7c0b0d4a52578a
buffett,buffett-volume,1954,other,伯克希尔与标普 500 指数,content/articles/other/伯克希尔与标普_500_指数.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,19420,cba07132d0c3dd1f93413b49bbbe908caabc1083fe776c3136eff5d056265cd5
both,joint-document-placement-pending,,other,如何建立能力圈,content/articles/other/如何建立能力圈.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required|joint-document-volume-placement-pending,50732,e639245b4a8ced0ba8cd0038689dee95ceafd62e1c1e0f0e723b20e3f0014569
none,authorship-review,2018,subject-reference,巴菲特眼中的估值,content/bloggers/在苍茫中传灯/20180420_巴菲特眼中的估值.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,4100,013600eea2426861b08a8325e65026aff0c8b1d0e6dd3d341ca564f4dfe3da27
munger,munger-volume,2023,other,满城尽带黄金甲,content/bloggers/在苍茫中传灯/20230123_满城尽带黄金甲.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,4758,618323de73838c777d71868856777357fc25c27dcaaaefbb087c67fb979f63a8
munger,munger-volume,2019,other,2019年“在苍茫中传灯”文章总汇,content/bloggers/在苍茫中传灯/20250127_2019年“在苍茫中传灯”文章总汇.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,,0,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,1696,e23fe83556fe755b1cc4894aae5c9baefea12fa9dc9c0a30617d0d633f7dab2b
both,joint-document-placement-pending,1994,berkshire-annual-meeting-session,Afternoon Session - 1994 Meeting,content/buffettfaq_cnbc/1994/Afternoon_Session_-_1994_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/1994/Afternoon_Session_-_1994_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-1994-afternoon,1,source-url-missing|joint-document-volume-placement-pending,56976,29f3488de9dc3eacee8f3c3d517a37a92a2cea3f6bdabd5b9a431273fbd27542
both,joint-document-placement-pending,1994,berkshire-annual-meeting-session,Morning Session - 1994 Meeting,content/buffettfaq_cnbc/1994/Morning_Session_-_1994_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/1994/Morning_Session_-_1994_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-1994-morning,1,source-url-missing|joint-document-volume-placement-pending,132055,ec10ae42f62825cc1543611827af0c0123df21f0a47de9d433af8d24ba35130b
both,joint-document-placement-pending,1995,berkshire-annual-meeting-session,Afternoon Session - 1995 Meeting,content/buffettfaq_cnbc/1995/Afternoon_Session_-_1995_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/1995/Afternoon_Session_-_1995_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-1995-afternoon,1,source-url-missing|joint-document-volume-placement-pending,127189,3e64e7e614421d22bf423a4bcc9b22fe4723a95df9b09bf44463683fc22e4b92
both,joint-document-placement-pending,1995,berkshire-annual-meeting-session,Morning Session - 1995 Meeting,content/buffettfaq_cnbc/1995/Morning_Session_-_1995_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/1995/Morning_Session_-_1995_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-1995-morning,1,source-url-missing|joint-document-volume-placement-pending,127804,f963ab187aeecbb47762ecdab6dc64921e7b644d6fe54116ef776938792d30f1
both,joint-document-placement-pending,1996,berkshire-annual-meeting-session,Afternoon Session - 1996 Meeting,content/buffettfaq_cnbc/1996/Afternoon_Session_-_1996_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/1996/Afternoon_Session_-_1996_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-1996-afternoon,1,source-url-missing|joint-document-volume-placement-pending,132980,d4ee759ef1bf8c8c7d8c2287622a78310373019b487e6e286de66c566b407c25
both,joint-document-placement-pending,1996,berkshire-annual-meeting-session,Morning Session - 1996 Meeting,content/buffettfaq_cnbc/1996/Morning_Session_-_1996_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/1996/Morning_Session_-_1996_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-1996-morning,1,source-url-missing|joint-document-volume-placement-pending,138109,dfa0d1fb1781396c06e938e2c96fd232ed7083cec017b019679923fd59938a5c
both,joint-document-placement-pending,1997,berkshire-annual-meeting-session,Afternoon Session - 1997 Meeting,content/buffettfaq_cnbc/1997/Afternoon_Session_-_1997_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/1997/Afternoon_Session_-_1997_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://en.wikipedia.org/wiki/Yogi_Berra,berkshire-meeting-1997-afternoon,1,joint-document-volume-placement-pending,151648,c3b78291b387990e5d03e2dedc637b9761111dc1a0685ea5cc68a8406efee75e
