relative,title,topDirectory,area,person,mentionedBuffett,mentionedMunger,kind,year,language,completeness,warnings,evidenceStatus,decision,reason,workKey,chars,bytes,lines,modified,speakerBuffett,speakerMunger,sourceUrl,exactHash,canonicalHash
content/articles/buffett/巴菲特：关于游牧者基金_2014.md,巴菲特：关于游牧者基金 2014,content/articles,source-corpus,buffett,true,false,article-candidate,2014,zh,metadata-or-fragment,,uncertain-article,requires-source-review,是否属于本人原始文献尚不能仅凭路径和标题确定。,,732,1864,24,2026-07-23T00:47:19.360Z,0,0,,7ac7bf6215657135d340bc324793f98846b32e49ae1c16b3aa715427723b518f,1e03bdf31e679967cd61ecacc2616715881a25f4a3b8f1e84d3c86850eb9378a
content/articles/buffett/巴菲特：怀念恩师格雷厄姆_1976.md,巴菲特：怀念恩师格雷厄姆 1976,content/articles,source-corpus,buffett,true,false,article-candidate,1976,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,929,2661,20,2026-07-23T00:47:19.413Z,0,0,,9a7c11b8ea2c61aed50a0dbb598437d4725a3a5121d037d6a67aa614c66f1036,b04841dc4a85022ac4844e8cf0bd34baf72c85556cdd497ea7637196e01bd86c
content/articles/buffett/巴菲特：怀念恩师格雷厄姆_2008.md,巴菲特：怀念恩师格雷厄姆 2008,content/articles,source-corpus,buffett,true,false,article-candidate,2008,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,6227,17568,110,2026-07-23T00:47:19.394Z,6,0,,0a728c1f0a3d4ba870a099ebe6e68efa061ee391d06c0e630f47f96aab6fc571,db959f8a365bb05ab9683ad6e0651402e2c0df598c430c9516e497b30a5d38e0
content/articles/buffett/巴菲特：回忆进入证券行业_2005.md,巴菲特：回忆进入证券行业 2005,content/articles,source-corpus,buffett,true,false,article-candidate,2005,zh,unknown,,uncertain-article,requires-source-review,是否属于本人原始文献尚不能仅凭路径和标题确定。,,1495,3951,28,2026-07-23T00:47:19.355Z,0,0,,f3a4c7fa44bfde6df4c54e7dcffa86609709ff1de72841b3aec17cfd2f1749b6,560a9170e67ba97785ac7ceaa01b35659f2b31621f05ce1e8c8a1edbf2fe9d8d
content/articles/buffett/巴菲特：扩大所得税抵免比提高最低工资更好.md,巴菲特：扩大所得税抵免比提高最低工资更好,content/articles,source-corpus,buffett,true,false,article-candidate,2015,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1852,5218,36,2026-07-23T00:47:19.458Z,0,0,,78fcbf4dee1155ca91b810afcf08d02634ab43c1be0047e7034e581c632a47c8,fab7b38041f516fcc4b1aff8483e74005155318d63b99d31a03a8221cd2880b4
content/articles/buffett/巴菲特：买入美国正当时_2008.md,巴菲特：买入美国正当时 2008,content/articles,source-corpus,buffett,true,false,article-candidate,2008,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1733,4528,30,2026-07-23T00:47:19.476Z,0,0,,bc315aca0c713c454684747aa2f745a2f8bdb334fcbaecb9d5f5a75a6d268891,c764a02896af1ddb3d2e39bf78b369e3524029809d9998f9f3993fadb3cb7a50
content/articles/buffett/巴菲特：美国的未来_2017.md,巴菲特：美国的未来 2017,content/articles,source-corpus,buffett,true,false,article-candidate,2017,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1838,5006,34,2026-07-23T00:47:19.481Z,0,0,,ed7cfa5ae2e336392bf12c97ff41c49c9ccbc03cd244932056d6d128ccea5c17,9800b7d0dd6c825df9cca7bc73038a98f973cdc470f8a7843d8c608425d15d13
content/articles/buffett/巴菲特：美元效应_2009.md,巴菲特：美元效应 2009,content/articles,source-corpus,buffett,true,false,article-candidate,2009,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1915,5367,42,2026-07-23T00:47:19.486Z,0,0,,1d15b56821c7e6de0bf860d7077eb598a1173f8b371389ce08804632a4af0d22,d9e08b980133880ee6cbe96926c76e9395dc838a244cd37adaadf3199bb618e8
content/articles/buffett/巴菲特：模糊数学与股票期权_2004.md,巴菲特：模糊数学与股票期权 2004,content/articles,source-corpus,buffett,true,false,article-candidate,2004,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1750,4923,28,2026-07-23T00:47:19.461Z,0,0,,c028cfbf0ced7b016671610a606cd4a1648566d33cccbcba7c796539807a7fe5,1e863193c22726e83071e3a466ee28ea8e9b1c718d3f47218ed985abe202b34f
content/articles/buffett/巴菲特：谁是真正的账房先生.md,巴菲特：谁是真正的账房先生,content/articles,source-corpus,buffett,true,false,article-candidate,2002,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1677,4517,36,2026-07-23T00:47:19.470Z,0,0,,48d38d7513fda6286168535432db68286a21878ff67f5af726cb251faa6ae253,9ea36ade254507f1a81cdfd5429df2fa3dca3f291019ea116d75e9b5e8facabd
content/articles/buffett/巴菲特：收购_BNSF_铁路.md,巴菲特：收购 BNSF 铁路,content/articles,source-corpus,buffett,true,true,article-candidate,2009,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,17427,49528,484,2026-07-23T00:47:19.495Z,115,0,,b7476fbe5fca825ef816ed6fd0888bca262b0852d4fd4d5a35dd254548706b25,04d753d4f6b2f73685c27366c77db2df7213b2e8d3523984bf29835548454b61
content/articles/buffett/巴菲特：我为什么不看好美元_2003.md,巴菲特：我为什么不看好美元 2003,content/articles,source-corpus,buffett,true,true,article-candidate,2003,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,8170,23622,94,2026-07-23T00:47:19.485Z,0,0,,b1ee8cc13991b73d3c052dc9d0014484e03c5751e92e1f1d5ca8873ef0970ff7,d26905285539cf358e610bd1cdb9e27dade3596bb2ec9bf4e6085f1c0e863597
content/articles/buffett/巴菲特合伙契约_1956.md,巴菲特合伙契约 1956,content/articles,source-corpus,buffett,true,false,article-candidate,1956,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1585,3392,34,2026-07-23T00:47:19.376Z,0,0,,80c8038fcd6218a3e6cab88b9856c222433235af7558c917ba1ef56417603672,9a103a9bb71eb9f2d6ddb794c41798b55983ce84f1327c328ee32468c33a3eed
content/articles/buffett/巴菲特接见_Dardashti_2007.md,巴菲特接见 Dardashti 2007,content/articles,source-corpus,buffett,true,true,article-candidate,2007,zh,selection-or-excerpt,,uncertain-article,requires-source-review,是否属于本人原始文献尚不能仅凭路径和标题确定。,,2737,6711,50,2026-07-23T00:47:19.364Z,0,0,,592a27ee5816a28471e179595b061ac915c19a7b553c70819effc0bca716d94a,7eaa4195567122a7d82100096ad5dac64651a259522acb3ebca09edfb1f80cd2
content/articles/buffett/巴菲特收购_LTMC_要约_1998.md,巴菲特收购 LTMC 要约 1998,content/articles,source-corpus,buffett,true,false,article-candidate,1998,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1335,3157,30,2026-07-23T00:47:19.496Z,0,0,,318a07c1de8490aaabdbabd016bf87086a6b106c2d5e70abedd7efdc02079510,7775a886e8e82a14d73eb6b567245c5db41183b3cd0de72b2d4fa970f80278d2
content/articles/buffett/巴菲特谈_GEICO1976.md,巴菲特谈 GEICO1976,content/articles,source-corpus,buffett,true,false,article-candidate,1976,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,2671,6923,36,2026-07-23T00:47:19.506Z,0,0,,0eb8e9d02a58bef3a1a3c6939dc29bdfa058d399e6ca467be797472258c6d897,cdd0298d6f16d1712d6a2778cf20f4372efff2b0dc675ee7f6675b3f9113cd23
content/articles/buffett/巴菲特谈股市_1974.md,巴菲特谈股市 1974,content/articles,source-corpus,buffett,true,false,article-candidate,1974,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,3020,8345,36,2026-07-23T00:47:19.472Z,0,0,,b7c20e71a2172436b8a448b397a88bdc6bd2c6b350ff9a35a6cfa94a42278ec0,e96f7368e427b4474f51205c7c7b8434eb89eec9a724f901db9e98e1f6b51f16
content/articles/buffett/巴菲特谈股市_1979.md,巴菲特谈股市 1979,content/articles,source-corpus,buffett,true,false,article-candidate,1979,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,3315,8945,34,2026-07-23T00:47:19.484Z,0,0,,9f6d08b19abd4378ca998ec16b3bf963331f373fdc89b340332dc8cf9c35e521,f469988a73dfc3bcd40402a82f68d6936a5aeed0a790739e5dc77d6625ec9021
content/articles/buffett/巴菲特谈股市_1999.md,巴菲特谈股市 1999,content/articles,source-corpus,buffett,true,false,article-candidate,1999,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,5000,13647,48,2026-07-23T00:47:19.477Z,0,0,,dcd74d71cd2da51fd1ceb1f827d04612150aaf116d38bbf12a0cf0018bc5192a,bfff608d2249a9df6f36b29bb126cf453467816b409d9f5f8884c06ccd6cb502
content/articles/buffett/巴菲特谈股市_2001.md,巴菲特谈股市 2001,content/articles,source-corpus,buffett,true,false,article-candidate,2001,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,10852,28716,118,2026-07-23T00:47:19.488Z,0,0,,7292ec532a185dabd707277c1665c354c8bf54635048432f077f9f9daabec2d8,b7debfef462090f4e0af113816ef1084d4883a8253193dbffb1b2bd4ab34f2de
content/articles/buffett/巴菲特谈施洛斯的信_1994.md,巴菲特谈施洛斯的信 1994,content/articles,source-corpus,buffett,true,false,article-candidate,1994,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1225,2883,26,2026-07-23T00:47:19.356Z,0,0,,286a8014325a893d16e2759d8739f1c565eb733871b410469bf5688bfc554178,aa32c8d0a22e602d29e1e5e312ff24c94d42c7652b3570e6b435be9a775751c1
content/articles/buffett/巴菲特谈通货膨胀_1977.md,巴菲特谈通货膨胀 1977,content/articles,source-corpus,buffett,true,false,article-candidate,1977,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,16266,44998,190,2026-07-23T00:47:19.480Z,1,0,,269ee6f3e45038e5f51cd5853ce56ea2c8011a64a9b7e5ece103a5076874f19c,881070b0bfa5ae9009eee8c4549adacd3b0ba369f867829aba04b86261988133
content/articles/buffett/巴菲特谈投资_1985.md,巴菲特谈投资 1985,content/articles,source-corpus,buffett,true,true,article-candidate,1985,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,3122,8803,80,2026-07-23T00:47:19.363Z,14,0,,f79bb438b6bbe69f3cec68e9c6a72db505445cfd2ea440a4f1875015a101717d,3c628bbd003bbb120c3bbe65c582a5367af9d8de4bf13e6655a63ee119fca66b
content/articles/buffett/巴菲特谈投资_1988.md,巴菲特谈投资 1988,content/articles,source-corpus,buffett,true,false,article-candidate,1988,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,5131,14231,156,2026-07-23T00:47:19.343Z,34,0,,2f68b2f2030d14794086ecf9e2ab4ef65ec1bca1ae260dffcb9ac271f6028fd4,e3d614ac474bcc1bd405e1e457bd2bbd6020dc24eec972c64d3c63813718887a
content/articles/buffett/巴菲特谈微软的信_1997.md,巴菲特谈微软的信 1997,content/articles,source-corpus,buffett,true,false,article-candidate,1997,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,8046,19702,72,2026-07-23T00:47:19.368Z,0,0,,9be48ea0bc8ee74c6926e5ff476ef91897dddb5ee3fe79039d74dcccaf9c5c4d,27c63a7aafcbc40667c56a87e728af3c3e889368d0394ac8b9d4255bd4e46e0a
content/articles/buffett/巴菲特谈喜诗糖果_1972.md,巴菲特谈喜诗糖果 1972,content/articles,source-corpus,buffett,true,true,article-candidate,1972,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,22991,57093,262,2026-07-23T00:47:19.527Z,0,0,,a0ffb3ed7cd521db6047f079637bcb0b6d5da668a6fcafb3b41ba7169fe572f0,1557a866f17742aea2132f657c627504547bd54eb3f4c5a9e6a842d0d1db1695
content/articles/buffett/巴菲特谈养老金问题_1975.md,巴菲特谈养老金问题 1975,content/articles,source-corpus,buffett,true,false,article-candidate,1975,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,13356,37455,150,2026-07-23T00:47:19.529Z,0,0,,8e94f33dde487e9bda175e3d55a2a754e5b34a07db0ee7f81a823d5e1ea65e7d,2ab2492d4abc9f0a64f28e8706447edff6600b503868aeb275fef48e7ab46c14
content/articles/buffett/巴菲特谈指数期货_1982.md,巴菲特谈指数期货 1982,content/articles,source-corpus,buffett,true,false,article-candidate,1982,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,2762,7585,32,2026-07-23T00:47:19.483Z,0,0,,8549eb2b2ebc7bf5f7d2dea36a1e947f87e1182c0c50e6269d692c314e100802,1caeb12010bb870f10406e6b34abd32caef8364420153ac0a44b136d32d4956b
content/articles/buffett/巴菲特致所罗门股东信_1991.md,巴菲特致所罗门股东信 1991,content/articles,source-corpus,buffett,true,false,article-candidate,1991,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,4874,13564,70,2026-07-23T00:47:19.493Z,0,0,,bf68d37b00b94142facaf29c7c0b8c47c7e4eb24b5df64117f9a00b249b8e0ad,291f9c29e1fdcf9448af8b071c044eea021452efdbe3940d951ed6e37c615b61
content/articles/buffett/伯克希尔_50_周年：过去、现在和未来.md,伯克希尔 50 周年：过去、现在和未来,content/articles,source-corpus,buffett,true,true,article-candidate,1964,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,22989,63622,362,2026-07-23T00:47:19.372Z,0,0,,5be0d43b3bded2d8b4910972087527956b2ec614746fe7c12d7d22466457a2f2,465b9fd62e13395f9675f4c057c745533e7c937f38aadb0c9c1c84026a02d83d
content/articles/buffett/伯克希尔股东手册_1996.md,伯克希尔股东手册 1996,content/articles,source-corpus,buffett,true,true,article-candidate,1996,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,9900,28437,168,2026-07-23T00:47:19.491Z,1,0,,e08b3faebec28c1b603fcd7764fb0b1072a78652489d706b8051355a81cc53da,29feb495abff7005e982de0505258ac1dcb3757f535313b63ba5ec1d0ca1178a
content/articles/buffett/我最看好的股票：人寿保险_1957.md,我最看好的股票：人寿保险 1957,content/articles,source-corpus,buffett,true,false,article-candidate,1957,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,1477,3309,36,2026-08-04T03:09:35.136Z,0,0,,38ecdd0018f6337ce9ee876c41b4c5730dea61103738dc540f42957a2d692229,ff52dd7a8fe2c6b076c74413683f01d1313b03c9f657658b8bcd01c0fe90a3b2
content/articles/buffett/我最看好的股票：西部保险_1953.md,我最看好的股票：西部保险 1953,content/articles,source-corpus,buffett,true,false,article-candidate,1953,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,2373,6290,38,2026-07-23T00:47:19.500Z,0,0,,dd3d5cb1576730c381930136bbf6635c02bcfe6958fa27c2579a7e4368ab85a5,8be578d532fb740758de463e0c4b1972da3995514a526b0dd4e3e0eed0d1a29a
content/articles/buffett/我最看好的股票：油气资产管理公司_1957.md,我最看好的股票：油气资产管理公司 1957,content/articles,source-corpus,buffett,true,false,article-candidate,1957,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,2453,6153,28,2026-07-23T00:47:19.497Z,1,0,,0c55783d16314be0e934288056119783cf19c882e326c07296350fb700efc270,bf871d647ed8ae1aa172952c1d0192155b9552b927cdc31e6d39a1143c44e42f
content/articles/buffett/我最看好的股票：GEICO_保险_1951.md,我最看好的股票：GEICO 保险 1951,content/articles,source-corpus,buffett,true,false,article-candidate,1951,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,2488,6214,49,2026-07-23T00:47:19.510Z,0,0,,848a7d8841e13c768620dad96f7bfaa2becbb1ae1458ec87091b666acf37baa3,79eb2315cbd8ae3348caa4cdb02c0eee463009cdcc17ae7812b460b736d523ce
content/articles/munger/芒格：2003_年的金融大丑闻.md,芒格：2003 年的金融大丑闻,content/articles,source-corpus,munger,false,true,article-candidate,2003,zh,unknown,,primary-authored-candidate,candidate-primary-review,可能是本人署名文章、信件或备忘录，需逐篇核验署名和来源。,,9678,27255,102,2026-07-23T00:47:19.342Z,0,0,,8353b5e46a5c4b5d13b61b55284f3453097ddf065d2681cd7fed69b50b351b95,c1a68058ded0f4b216c64b051c5b7a5f8f1dc719128862bdf29741198b586a3d
content/articles/other/伯克希尔：集团企业的终极折让.md,伯克希尔：集团企业的终极折让,content/articles,source-corpus,both,true,true,other,1999,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,81949,213910,862,2026-07-23T00:47:19.531Z,20,4,,a044e4f50ebbf3c3d53c25b980415e7109eb773fb09797386d7c0b0d4a52578a,d07f04db27ea5af149120720df5d0824286a7390fe862020f6094257390c168b
content/articles/other/伯克希尔与标普_500_指数.md,伯克希尔与标普 500 指数,content/articles,source-corpus,buffett,true,false,other,1954,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,19420,54938,228,2026-07-23T00:47:19.482Z,31,0,,cba07132d0c3dd1f93413b49bbbe908caabc1083fe776c3136eff5d056265cd5,bfe09e3fc0c0936fc1a4df1a9ec13c43b323fdbd3504421f933cdf4f5353b8f8
content/articles/other/如何建立能力圈.md,如何建立能力圈,content/articles,source-corpus,both,true,true,other,,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,50732,144816,714,2026-07-23T00:47:19.366Z,88,56,,e639245b4a8ced0ba8cd0038689dee95ceafd62e1c1e0f0e723b20e3f0014569,5213b21268640aa359af0d7fea70bdbcaf8229b9d628b2e8113e9890824cba87
content/bloggers/在苍茫中传灯/20180420_巴菲特眼中的估值.md,巴菲特眼中的估值,content/bloggers,source-corpus,none,true,true,subject-reference,2018,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,4100,11092,95,2026-08-09T13:00:44.636Z,2,1,,013600eea2426861b08a8325e65026aff0c8b1d0e6dd3d341ca564f4dfe3da27,b8d9e345576f6a55df79d5c5c0c4cb92dc1913003cd2076ddc0b4565f20c2f51
content/bloggers/在苍茫中传灯/20230123_满城尽带黄金甲.md,满城尽带黄金甲,content/bloggers,source-corpus,munger,true,true,other,2023,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,4758,13735,87,2026-08-09T13:00:46.070Z,0,8,,618323de73838c777d71868856777357fc25c27dcaaaefbb087c67fb979f63a8,a2d687b60c82a446d1c24e34748608d013bbec0ae865f760b3b0cdf0b4cfd75a
content/bloggers/在苍茫中传灯/20250127_2019年“在苍茫中传灯”文章总汇.md,2019年“在苍茫中传灯”文章总汇,content/bloggers,source-corpus,munger,true,true,other,2019,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,1696,4149,189,2026-08-09T13:00:46.409Z,0,9,,e23fe83556fe755b1cc4894aae5c9baefea12fa9dc9c0a30617d0d633f7dab2b,20383882dc2e459b9abcf17fd1cd678f75ed8c0f5ceccbf981fc8fa5e142e0d9
content/buffettfaq_cnbc/1994/Afternoon_Session_-_1994_Meeting.md,Afternoon Session - 1994 Meeting,content/buffettfaq_cnbc,source-corpus,both,true,true,berkshire-annual-meeting-session,1994,en,full-candidate,,primary-transcript-original-language-candidate,candidate-source-version,CNBC 年会完整英文场次，优先作为中文实录的校核底本。,berkshire-meeting-1994-afternoon,56976,57580,832,2026-08-09T10:19:52.167Z,95,35,,29f3488de9dc3eacee8f3c3d517a37a92a2cea3f6bdabd5b9a431273fbd27542,96341f28be0d935452ee2a94c6bb9149dccda8e3c8a039ff17b7bfc411a80dc9
content/buffettfaq_cnbc/1994/Morning_Session_-_1994_Meeting.md,Morning Session - 1994 Meeting,content/buffettfaq_cnbc,source-corpus,both,true,true,berkshire-annual-meeting-session,1994,en,full-candidate,,primary-transcript-original-language-candidate,candidate-source-version,CNBC 年会完整英文场次，优先作为中文实录的校核底本。,berkshire-meeting-1994-morning,132055,132971,1991,2026-08-09T10:19:52.172Z,180,61,,ec10ae42f62825cc1543611827af0c0123df21f0a47de9d433af8d24ba35130b,4872bac37cc387034001483ae7d2c55ad2f100e293eaa82545a2b8792b453e7f
