order,status,theme_id,theme,year,title,file,primary,hash,mapping_basis
"147","primary","04","人类为什么误判","2009","查理·芒格论繁荣与萧条（BBC，2009）","content/munger-archive/recordings/bbc-boom-and-bust-2009.md","content/munger-archive/recordings/bbc-boom-and-bust-2009.md","4b63fee82558451034548c86be214622033c4c6c97a301df8dd0db570ab99580","coverage"
"148","primary","04","人类为什么误判","2009","当前的经济危机——芒格与约瑟夫·格伦德费斯特对谈（斯坦福，2009）","content/munger-archive/recordings/stanford-grundfest-2009.md","content/munger-archive/recordings/stanford-grundfest-2009.md","8b2263d80d93cfdcf0d1ccd316bc4ac0dca11c167aba522ceea011484813a2a8","coverage"
"77","primary","03","逆向与反证","2011","与查理·芒格的对话（密歇根大学，2011年）","content/munger-archive/recordings/michigan-2011.md","content/munger-archive/recordings/michigan-2011.md","686805e4e448058c6b7be1af9174b33539ddb3a03da878cbcf705cea18023531","coverage"
"149","primary","04","人类为什么误判","2016","与沃伦·巴菲特合伙的力量（2016）","content/munger-archive/recordings/power-of-partnership-2016.md","content/munger-archive/recordings/power-of-partnership-2016.md","3c879b40e2ebfe597dc904fb7da2bc6eec172ca50dbf57140225a0efbcabe437","coverage"
"295","primary","08","品格与人生","2017","与查理·芒格的对话（密歇根罗斯商学院，2017年）","content/munger-archive/recordings/michigan-ross-2017.md","content/munger-archive/recordings/michigan-ross-2017.md","060a0036bfdb78eba7564a77249b9892710ff3cad33cd7a4f32442f9933045fe","coverage"
"150","primary","04","人类为什么误判","2018","查理·芒格与李录谈中国（2018年）","content/munger-archive/recordings/munger-li-lu-2018.md","content/munger-archive/recordings/munger-li-lu-2018.md","9735df37a1b7993529550033444c4c2447aa659276b6b60ecd68676f3acd02a5","coverage"
"227","primary","05","商业判断","2019","查理·芒格谈投资（CNBC，2019）","content/munger-archive/recordings/cnbc-2019.md","content/munger-archive/recordings/cnbc-2019.md","c3b43c7a133ae3bc61772566635964ced98a343e1ed06f7ed54936be8312acff","coverage"
"78","primary","03","逆向与反证","2019","查理·芒格，畅所欲言（《华尔街日报》/ 杰森·茨威格，2019）","content/munger-archive/recordings/wsj-unplugged-2019.md","content/munger-archive/recordings/wsj-unplugged-2019.md","869ce22ddd00430a22594beff116150ad738ccd5b224e141d2371da8b26da5fe","coverage"
"228","primary","05","商业判断","2019","查理·芒格谈中国崛起与埃隆·马斯克（雅虎财经，2019）","content/munger-archive/recordings/yahoo-2019-china.md","content/munger-archive/recordings/yahoo-2019-china.md","0f96228bf87945a889b8ab4343a2b801c02a70714612b016bb896d0ee853cf9e","coverage"
"44","primary","02","数量与概率","2019","查理·芒格谈投资与成就财富的人生抉择（2019）","content/munger-archive/recordings/yahoo-2019-wealth.md","content/munger-archive/recordings/yahoo-2019-wealth.md","094e4502f4c7567e27346e48470cacb3b0fb68c66991fc5da8e3fd3a569782d6","coverage"
"45","primary","02","数量与概率","2020","与查理·芒格的一席谈——加州理工学院杰出校友（2020）","content/munger-archive/recordings/caltech-2020.md","content/munger-archive/recordings/caltech-2020.md","57a163f6ad7aa85a33f759dc0e7e4936e3bde69ba122eb7b8d9eeb5677fe461f","coverage"
"79","primary","03","逆向与反证","2022","论领导力与资本配置，与托德·库姆斯对谈（2022）","content/munger-archive/recordings/singleton-prize-2022.md","content/munger-archive/recordings/singleton-prize-2022.md","336fee33742b84b6ec04a74a2fea5c488b250a121ad520a1db7192749eb3dcb8","coverage"
"229","primary","05","商业判断","2023","查理·芒格做客 Acquired 播客（2023）","content/munger-archive/recordings/acquired-charlie-munger-2023.md","content/munger-archive/recordings/acquired-charlie-munger-2023.md","a712165005666e97e9f237712753fd630847935a26c4fdf451302cf8b163131f","coverage"
"296","primary","08","品格与人生","2023","伯克希尔-哈撒韦2023年年度股东大会——巴菲特与芒格最后一次同台","content/munger-archive/recordings/berkshire-2023-annual-meeting.md","content/munger-archive/recordings/berkshire-2023-annual-meeting.md","8302a188615e0273365175108c7f4eba7958e06f73745ae62a61f85a9dee970b","coverage"
"151","primary","04","人类为什么误判","2023","查理·芒格的最后一次CNBC访谈（2023）","content/munger-archive/recordings/cnbc-final-interview-2023.md","content/munger-archive/recordings/cnbc-final-interview-2023.md","7e12472f5dd5e136cce0fb8d42060c2c15eff16b8420b98d89f0aab5423a3fc9","coverage"
"1","primary","01","格栅是什么","2023","查理·芒格与约翰·科里森（《最好的投资》，2023）","content/munger-archive/recordings/invest-like-the-best-2023.md","content/munger-archive/recordings/invest-like-the-best-2023.md","92572ce9720f31ea8b12d7015433997169dbf9a0cfc1422d630322d7bb74a95b","coverage"
"288","primary","06","投资判断","","伯克希尔-哈撒韦年度股东大会（1994年至今）","content/munger-archive/recordings/berkshire-hathaway-annual-meetings.md","content/munger-archive/recordings/berkshire-hathaway-annual-meetings.md","a2dbb636e29be721d51f314776711587e4314b4f83caa713700f931af7d56a66","coverage"
"104","primary","03","逆向与反证","","芒格论避免愚蠢","content/munger-archive/quotes/quotes-avoiding-stupidity.md","content/munger-archive/quotes/quotes-avoiding-stupidity.md","4af02441402ca1a1c0ecd24031d0f575aa6b7e4811eb233aa98180c76fa8730c","coverage"
"62","primary","02","数量与概率","","芒格论银行业","content/munger-archive/quotes/quotes-banking.md","content/munger-archive/quotes/quotes-banking.md","158f413979e55b030902f7a1303752a8ed2e25d520d9143b7195c8f757dfd3a8","coverage"
"197","primary","04","人类为什么误判","","芒格论品格","content/munger-archive/quotes/quotes-character.md","content/munger-archive/quotes/quotes-character.md","75bc1a5846058a0d1b00d32043324ba0e4072b67beefd874e15db78501991ddf","coverage"
"111","primary","03","逆向与反证","","芒格论能力圈","content/munger-archive/quotes/quotes-circle-of-competence.md","content/munger-archive/quotes/quotes-circle-of-competence.md","8270f0c77e40aa224934572119095d4a593d2bf17a0c803e8231deb16fa895ca","coverage"
"291","primary","06","投资判断","","芒格论集中","content/munger-archive/quotes/quotes-concentration.md","content/munger-archive/quotes/quotes-concentration.md","51152829d010378c47a779a211ad328a80a14dfce353cb7f65f0748754d6e065","coverage"
"299","primary","08","品格与人生","","芒格论合作","content/munger-archive/quotes/quotes-cooperation.md","content/munger-archive/quotes/quotes-cooperation.md","17bbf57a680fea1347c29d56a0baa70d500edf4b80acacc366765afdd1b40ca6","coverage"
"267","primary","05","商业判断","","芒格论好市多","content/munger-archive/quotes/quotes-costco.md","content/munger-archive/quotes/quotes-costco.md","baa4fbe8087bf8c45ae95598976670ba67882fba4391cc6b158bd32dfa6aacc9","coverage"
"24","primary","01","格栅是什么","","芒格论加密货币","content/munger-archive/quotes/quotes-crypto.md","content/munger-archive/quotes/quotes-crypto.md","b52755365fdb4d95e5d1edbb17aa0b3fe6e8234373575c4db4d11754f49df377","coverage"
"110","primary","03","逆向与反证","","芒格论决策","content/munger-archive/quotes/quotes-decision-making.md","content/munger-archive/quotes/quotes-decision-making.md","79127b5e6b9cbe761bbb94196dc1147b591d2962c3035b7cccd6d0e60b0d17e6","coverage"
"109","primary","03","逆向与反证","","芒格论嫉妒","content/munger-archive/quotes/quotes-envy.md","content/munger-archive/quotes/quotes-envy.md","cc8b4929183cf2dc644c019cd9f7babb7d4207e56c13177807598f9767a7def6","coverage"
"105","primary","03","逆向与反证","","芒格论道德伦理","content/munger-archive/quotes/quotes-ethics.md","content/munger-archive/quotes/quotes-ethics.md","9e326502414940355193baea541618d30ede69db4d7c64af5dba9a9eede22618","coverage"
"195","primary","04","人类为什么误判","","芒格论公平","content/munger-archive/quotes/quotes-fairness.md","content/munger-archive/quotes/quotes-fairness.md","35d042c4c6c6b4dd72ba133a70b063b81f07614f3df445e643bd77cceb8b5e1d","coverage"
"198","primary","04","人类为什么误判","","芒格论幸福","content/munger-archive/quotes/quotes-happiness.md","content/munger-archive/quotes/quotes-happiness.md","7210e0e5627baf1014aa29439ed7bd0673c80b3c4e9fec43f5b0eee1b4323e8b","coverage"
"26","primary","01","格栅是什么","","芒格论谦逊","content/munger-archive/quotes/quotes-humility.md","content/munger-archive/quotes/quotes-humility.md","a4f1c00a2c0ae3264958954fcfbdd808d786bdbc5278bdc83c7297dc9e0441f2","coverage"
"196","primary","04","人类为什么误判","","芒格论激励","content/munger-archive/quotes/quotes-incentives.md","content/munger-archive/quotes/quotes-incentives.md","5d8a6363811f80e2898782b65f3ba7162e91f7a19e8a30208b26f105ccc4719e","coverage"
"106","primary","03","逆向与反证","","芒格论独立","content/munger-archive/quotes/quotes-independence.md","content/munger-archive/quotes/quotes-independence.md","70dbdf7bf5131e55b2dd4f973ead33b04e2d2697e2dc78fce10d090dd3a50691","coverage"
"114","primary","03","逆向与反证","","芒格谈逆向思考","content/munger-archive/quotes/quotes-inversion.md","content/munger-archive/quotes/quotes-inversion.md","a4e709404f0bf54bd7bb116e79e5b271f73e8f7551126c385e960745fc783d23","coverage"
"27","primary","01","格栅是什么","","芒格谈学习","content/munger-archive/quotes/quotes-learning.md","content/munger-archive/quotes/quotes-learning.md","6cb7fb526017a098ee175b656df19cba31e36753792c18135b052f929e7421c0","coverage"
"113","primary","03","逆向与反证","","芒格谈金钱与费用","content/munger-archive/quotes/quotes-money.md","content/munger-archive/quotes/quotes-money.md","995b1fa431bd966318496042bbf530b9420543b514617bc89687bee54b33c748","coverage"
"108","primary","03","逆向与反证","","芒格论机遇","content/munger-archive/quotes/quotes-opportunity.md","content/munger-archive/quotes/quotes-opportunity.md","b48dd5152a06a609217f9f31909513f878d646a57c7b3d3c9daf30625424cc99","coverage"
"268","primary","05","商业判断","","芒格论合伙","content/munger-archive/quotes/quotes-partnership.md","content/munger-archive/quotes/quotes-partnership.md","960e9bbc97495ad09f0992cb7bed7282428e11527dba87fe31b9747af858e40a","coverage"
"269","primary","05","商业判断","","芒格论耐心","content/munger-archive/quotes/quotes-patience.md","content/munger-archive/quotes/quotes-patience.md","5b0072e97bcf3ee172d6bdb766c26f42f260836dfaf87e96496b074421a9ace1","coverage"
"270","primary","05","商业判断","","芒格论质量与护城河","content/munger-archive/quotes/quotes-quality.md","content/munger-archive/quotes/quotes-quality.md","1048dbc577a2ff828e18b6dbf03660f4e1b20787d0960200ee0d1ab2b6a7e2b0","coverage"
"300","primary","08","品格与人生","","芒格论阅读","content/munger-archive/quotes/quotes-reading.md","content/munger-archive/quotes/quotes-reading.md","9c5375a5090af8a93e3bb7fb1bbfb91951a2c6fce2f3b5e32fef4dd29db2d5f8","coverage"
"25","primary","01","格栅是什么","","芒格论简单","content/munger-archive/quotes/quotes-simplicity.md","content/munger-archive/quotes/quotes-simplicity.md","9689f91adbdacaacc77b1b8ca27e1f524e26ff5eb0f9834d1998de0a1d4fd925","coverage"
"112","primary","03","逆向与反证","","芒格论性情","content/munger-archive/quotes/quotes-temperament.md","content/munger-archive/quotes/quotes-temperament.md","39fe5528b7c77ac2016858b93ef16d2c364ec876f3187f722910f2fe08e93044","coverage"
"107","primary","03","逆向与反证","","芒格论风趣","content/munger-archive/quotes/quotes-wit.md","content/munger-archive/quotes/quotes-wit.md","f8959889812f709be66de49f25d95b3870fa600555f3877b2c3f47dac0abb0a9","coverage"
"178","primary","04","人类为什么误判","","会计作为商业语言及其局限","content/models/accounting-as-language-its-limits.md","content/models/accounting-as-language-its-limits.md","7556f93e97bf31bf7eeacf984466ce9ed1fe7eb67a92bdbbb48a1b574d564883","coverage"
"225","primary","04","人类为什么误判","","作用力与反作用力","content/models/action-reaction.md","content/models/action-reaction.md","767b9e73de7ed916fe35f4b60eec3bf0ad68213d41914e4235c1d8da91851e49","coverage"
"32","primary","01","格栅是什么","","适应性与路径依赖","content/models/adaptation-path-dependence.md","content/models/adaptation-path-dependence.md","ec2beb4955454aab0edd84311b10fc0b3f5e5ea28b3f426023dcce6e1264cc45","coverage"
"279","primary","05","商业判断","","适应性","content/models/adaptation.md","content/models/adaptation.md","49946277c81de7a0817f760da5b8d9b9ef358f339f585aa89c5c33754c7d6c1b","coverage"
"31","primary","01","格栅是什么","","适应性辐射","content/models/adaptive-radiation.md","content/models/adaptive-radiation.md","ef3ecdac17b1ff7008779d9e38c8b0a2744d8604ee924ceb3806694f128ff543","coverage"
"88","primary","03","逆向与反证","","对抗制与辩证过程","content/models/adversarial-system.md","content/models/adversarial-system.md","5693db5f745287064990c99edd6b851f365ebe9f50b16ff6d18d555fa53bd44b","coverage"
"122","primary","03","逆向与反证","","逆向选择","content/models/adverse-selection.md","content/models/adverse-selection.md","7c3e8d2335de086ad7662043b6251163d9a32a1df23a8710249cbf3160a422ec","coverage"
"162","primary","04","人类为什么误判","","代理成本","content/models/agency-costs.md","content/models/agency-costs.md","3913b0cbdcf7ffe02b59d2806832bfd0c2e056932725c3b7528100bb04dd85a5","coverage"
"115","primary","03","逆向与反证","","锚定偏差","content/models/anchoring-bias.md","content/models/anchoring-bias.md","07f88a93040298611cf3ebabaa6b1262cee80c2291d76b7f89212bc0f5fdb580","coverage"
"245","primary","05","商业判断","","反脆弱设计","content/models/antifragile-design.md","content/models/antifragile-design.md","2884bfefd7537534a543daa64e0a38054a18fc2e1ec4b9134299b1de4644241e","coverage"
"66","primary","02","数量与概率","","算术期望值","content/models/arithmetic-expected-value.md","content/models/arithmetic-expected-value.md","92546d654ce2f29be8ef4308ee4c1d0eeb3d0fda0e3350c0bd3fbc059b42068f","coverage"
"139","primary","03","逆向与反证","","信息不对称","content/models/asymmetric-information.md","content/models/asymmetric-information.md","cbd434c0c925dcd268c45476a6a21bb1a83485bf2985d0f025242288a6505580","coverage"
"48","primary","02","数量与概率","","不对称性与凸性","content/models/asymmetry-convexity.md","content/models/asymmetry-convexity.md","a4d56798aea2a334b195348ab2acd3f03155be46411d9992585e818f418925f1","coverage"
"129","primary","03","逆向与反证","","审计与独立验证","content/models/audit-independent-verification.md","content/models/audit-independent-verification.md","07f9940103d216e22b49075fb3e97452b2a9c95ae5142cbfb1117ae377d31bc8","coverage"
"124","primary","03","逆向与反证","","权威错误影响倾向","content/models/authority-misinfluence-tendency.md","content/models/authority-misinfluence-tendency.md","e193b785bd2102f94884d8732617e9a43adbddbebb6a4e5f57607d674d3d1fce","coverage"
"294","primary","06","投资判断","","自我催化模型","content/models/autocatalysis.md","content/models/autocatalysis.md","b1582d7b951000069ece915b0039b2bcb95a9ab1649f1d981afec47139c063f0","coverage"
"144","primary","03","逆向与反证","","自动化与检查清单","content/models/automation-checklists.md","content/models/automation-checklists.md","9bacb8c4295b34d03eb25d8fb44d317b6d17ee7ecb2a1689e7590e5bddd331f9","coverage"
