order,status,theme_id,theme,year,title,file,primary,hash,mapping_basis
"8","primary","02","企业值多少钱","1962","partnership_1962-11月-巴菲特致合伙人信","content/partnership/partnership_1962-11月-巴菲特致合伙人信.md","content/partnership/partnership_1962-11月-巴菲特致合伙人信.md","429b275d411f7c5420597a50d68d58a8173c10638a7d8832a1f2b2032b8d22fb","coverage"
"37","primary","04","资本应该怎样配置","1962","partnership_1962-12月-巴菲特致合伙人信","content/partnership/partnership_1962-12月-巴菲特致合伙人信.md","content/partnership/partnership_1962-12月-巴菲特致合伙人信.md","fa11df143b07ee4f130f5711d5efeae1ec2dc79482525d0a84c782e2ca6c4e8b","coverage"
"38","primary","04","资本应该怎样配置","1962","partnership_1962-annual-巴菲特致合伙人信","content/partnership/partnership_1962-annual-巴菲特致合伙人信.md","content/partnership/partnership_1962-annual-巴菲特致合伙人信.md","580498f84ea14eee37eda1dfb9433b003147741e56eae83f1a1e30efeca8b041","coverage"
"9","primary","02","企业值多少钱","1963","partnership_1963-interim-巴菲特致合伙人信","content/partnership/partnership_1963-interim-巴菲特致合伙人信.md","content/partnership/partnership_1963-interim-巴菲特致合伙人信.md","a595a499aaf52bc78be8e2bf34753aca41d0b731a82ffa27da911db34baadedd","coverage"
"138","primary","06","风险与错误","1963","partnership_1963-11月-巴菲特致合伙人信","content/partnership/partnership_1963-11月-巴菲特致合伙人信.md","content/partnership/partnership_1963-11月-巴菲特致合伙人信.md","05940ef74050f3252d21fb1adf22c716df00c43a611588b7852d7ebcf9bbedde","coverage"
"1","primary","01","所有者是谁","1963","partnership_1963-12月-巴菲特致合伙人信","content/partnership/partnership_1963-12月-巴菲特致合伙人信.md","content/partnership/partnership_1963-12月-巴菲特致合伙人信.md","47fb90d6f8f2496b9d27d9632d6ac76eaf1120d7063053b9733b0bad01ccc53b","coverage"
"40","primary","04","资本应该怎样配置","1963","partnership_1963-annual-巴菲特致合伙人信","content/partnership/partnership_1963-annual-巴菲特致合伙人信.md","content/partnership/partnership_1963-annual-巴菲特致合伙人信.md","8e57280b272e51548fade72bcf7655ef6751f9714c905474989597e7d507c1da","coverage"
"41","primary","04","资本应该怎样配置","1964","partnership_1964-interim-巴菲特致合伙人信","content/partnership/partnership_1964-interim-巴菲特致合伙人信.md","content/partnership/partnership_1964-interim-巴菲特致合伙人信.md","c5d186ed98772022a6323f643c71ee244831f236dcc5625ec1d3bf05d5275942","coverage"
"10","primary","02","企业值多少钱","1964","partnership_1964-annual-巴菲特致合伙人信","content/partnership/partnership_1964-annual-巴菲特致合伙人信.md","content/partnership/partnership_1964-annual-巴菲特致合伙人信.md","908ba1d4ae754a5c5a4091fc7da5c0be30c4bc49ce75a10a75ca93204e15f9ef","coverage"
"43","primary","04","资本应该怎样配置","1965","partnership_1965-interim-巴菲特致合伙人信","content/partnership/partnership_1965-interim-巴菲特致合伙人信.md","content/partnership/partnership_1965-interim-巴菲特致合伙人信.md","bb91ac211071447796305d596492355f523035842ed5d2347a34b754c14f428a","coverage"
"11","primary","02","企业值多少钱","1965","partnership_1965-11月-巴菲特致合伙人信","content/partnership/partnership_1965-11月-巴菲特致合伙人信.md","content/partnership/partnership_1965-11月-巴菲特致合伙人信.md","fd1398dbddf970147be10b83249ef3ce6e488595adf87b645a00e7dfc5386138","coverage"
"139","primary","06","风险与错误","1965","partnership_1965-annual-巴菲特致合伙人信","content/partnership/partnership_1965-annual-巴菲特致合伙人信.md","content/partnership/partnership_1965-annual-巴菲特致合伙人信.md","eaae057ccc12abd06c2960062142df8d8ecf1e5a1b7aced93abd4daa8e1f921f","coverage"
"46","primary","04","资本应该怎样配置","1966","partnership_1966-interim-巴菲特致合伙人信","content/partnership/partnership_1966-interim-巴菲特致合伙人信.md","content/partnership/partnership_1966-interim-巴菲特致合伙人信.md","a9da92b21b9fd00daa60c6dcbe770da70bf5f534403e9f9394f4e2726cf761fc","coverage"
"12","primary","02","企业值多少钱","1966","partnership_1966-11月-巴菲特致合伙人信","content/partnership/partnership_1966-11月-巴菲特致合伙人信.md","content/partnership/partnership_1966-11月-巴菲特致合伙人信.md","57f6e4481eefa58ee759dc34f9592147d5e331e71fe9285b1d664f24b369b302","coverage"
"45","primary","04","资本应该怎样配置","1966","partnership_1966-annual-巴菲特致合伙人信","content/partnership/partnership_1966-annual-巴菲特致合伙人信.md","content/partnership/partnership_1966-annual-巴菲特致合伙人信.md","32b9b123a23c1d5f68fd9a24b84314594243c97f78c25d97f3ab56911cb7fd21","coverage"
"14","primary","02","企业值多少钱","1967","partnership_1967-interim-巴菲特致合伙人信","content/partnership/partnership_1967-interim-巴菲特致合伙人信.md","content/partnership/partnership_1967-interim-巴菲特致合伙人信.md","acbe837c45e627c022d594a69ea07f92d5466b6f2d1152fba56d597312b6e252","coverage"
"140","primary","06","风险与错误","1967","partnership_1967-10月-巴菲特致合伙人信","content/partnership/partnership_1967-10月-巴菲特致合伙人信.md","content/partnership/partnership_1967-10月-巴菲特致合伙人信.md","c80cee0c8d0eabc5b7d9591707d70e8c39ca8790f433abb340fe658ba1a809d0","coverage"
"13","primary","02","企业值多少钱","1967","partnership_1967-11月-巴菲特致合伙人信","content/partnership/partnership_1967-11月-巴菲特致合伙人信.md","content/partnership/partnership_1967-11月-巴菲特致合伙人信.md","d4dc19ddf9f2220cdb77270459fee701051b4af13406c8c4e487edb70e6262db","coverage"
"48","primary","04","资本应该怎样配置","1967","partnership_1967-annual-巴菲特致合伙人信","content/partnership/partnership_1967-annual-巴菲特致合伙人信.md","content/partnership/partnership_1967-annual-巴菲特致合伙人信.md","357366633fe45d0726f82670f752aace1321200127e776355233e93bfc825693","coverage"
"51","primary","04","资本应该怎样配置","1968","partnership_1968-interim-巴菲特致合伙人信","content/partnership/partnership_1968-interim-巴菲特致合伙人信.md","content/partnership/partnership_1968-interim-巴菲特致合伙人信.md","ff21ec97b98e71023e7cff3c72bf097f55451ffd4049b204a02772a2328c7edd","coverage"
"15","primary","02","企业值多少钱","1968","partnership_1968-11月-巴菲特致合伙人信","content/partnership/partnership_1968-11月-巴菲特致合伙人信.md","content/partnership/partnership_1968-11月-巴菲特致合伙人信.md","9add9a1c831c75e9f8663235c036791f11ad6313d8abf087aa5dcc935d998b58","coverage"
"50","primary","04","资本应该怎样配置","1968","partnership_1968-annual-巴菲特致合伙人信","content/partnership/partnership_1968-annual-巴菲特致合伙人信.md","content/partnership/partnership_1968-annual-巴菲特致合伙人信.md","10638c7923fcb4a18e1f39e18b657da0abf94a3fd3cbc2a8bac4e6fbbfa8fd1d","coverage"
"56","primary","04","资本应该怎样配置","1969","partnership_1969-5月-巴菲特致合伙人信","content/partnership/partnership_1969-5月-巴菲特致合伙人信.md","content/partnership/partnership_1969-5月-巴菲特致合伙人信.md","1e83db852d0012e73de4bdb1ae3045eba861b524619f2ec02b33fa860aa04e2d","coverage"
"53","primary","04","资本应该怎样配置","1969","partnership_1969-10月-巴菲特致合伙人信","content/partnership/partnership_1969-10月-巴菲特致合伙人信.md","content/partnership/partnership_1969-10月-巴菲特致合伙人信.md","a385b0612453a3594de171b572fba9ae6465c8b116ccc0ef0af2e2e5818a04de","coverage"
"54","primary","04","资本应该怎样配置","1969","partnership_1969-12月-巴菲特致合伙人信","content/partnership/partnership_1969-12月-巴菲特致合伙人信.md","content/partnership/partnership_1969-12月-巴菲特致合伙人信.md","3e9b68f11f9eb20a21234ce9c0b1be4e3f6aaa5810628ed1e456fd868d0a78de","coverage"
"55","primary","04","资本应该怎样配置","1969","partnership_1969-12月26日-巴菲特致合伙人信","content/partnership/partnership_1969-12月26日-巴菲特致合伙人信.md","content/partnership/partnership_1969-12月26日-巴菲特致合伙人信.md","34f8c3b1be794516ef6840982d2dcd30477511db15a04519bbc07ec8e1b18495","coverage"
"57","primary","04","资本应该怎样配置","1969","partnership_1969-annual-巴菲特致合伙人信","content/partnership/partnership_1969-annual-巴菲特致合伙人信.md","content/partnership/partnership_1969-annual-巴菲特致合伙人信.md","f270abb4eeea7b77e6c0267df21eb4613ea736831793570e92c2f69607e11f8d","coverage"
"58","primary","04","资本应该怎样配置","1969","partnership_1969-liquidation-巴菲特致合伙人信","content/partnership/partnership_1969-liquidation-巴菲特致合伙人信.md","content/partnership/partnership_1969-liquidation-巴菲特致合伙人信.md","8fb7563287d824ce1bf9ac38c8afa6c87ecdd369539b9634b55dd6e2bc703d2f","coverage"
"59","primary","04","资本应该怎样配置","1970","partnership_1970-bond-巴菲特致合伙人信","content/partnership/partnership_1970-bond-巴菲特致合伙人信.md","content/partnership/partnership_1970-bond-巴菲特致合伙人信.md","3beba0080f0f269ce9ce3d342792951d6a2b1349bb36ba09361aace62a07b18b","coverage"
"42","primary","04","资本应该怎样配置","1965","berkshire_1965-巴菲特致股东信","content/letters/berkshire_1965-巴菲特致股东信.md","content/letters/berkshire_1965-巴菲特致股东信.md","cdbd9b4d88e72d4ac8f229bf0222beb5e25274fe279379b14de2f01549b84a15","coverage"
"44","primary","04","资本应该怎样配置","1966","berkshire_1966-巴菲特致股东信","content/letters/berkshire_1966-巴菲特致股东信.md","content/letters/berkshire_1966-巴菲特致股东信.md","414eaed8821491c927fbe41da0c5f9b58f9199a50cf08ee144ba5617c364afb4","coverage"
"47","primary","04","资本应该怎样配置","1967","berkshire_1967-巴菲特致股东信","content/letters/berkshire_1967-巴菲特致股东信.md","content/letters/berkshire_1967-巴菲特致股东信.md","8fcb0d5ba372522f21121eaef551159b0bbc8a6821e04f08d3164bc9fa6b9d02","coverage"
"49","primary","04","资本应该怎样配置","1968","berkshire_1968-巴菲特致股东信","content/letters/berkshire_1968-巴菲特致股东信.md","content/letters/berkshire_1968-巴菲特致股东信.md","c15e1a09856699bf3157f4ba21d760bcfcf0d3aa271e7a2972d76e90f6cef52d","coverage"
"52","primary","04","资本应该怎样配置","1969","berkshire_1969-巴菲特致股东信","content/letters/berkshire_1969-巴菲特致股东信.md","content/letters/berkshire_1969-巴菲特致股东信.md","24ab441939d67828f4dc6d6a343c723dbfb458ce3509533718318f3e41104a39","coverage"
"127","primary","05","谁来经营企业","1970","berkshire_1970-巴菲特致股东信","content/letters/berkshire_1970-巴菲特致股东信.md","content/letters/berkshire_1970-巴菲特致股东信.md","6f87a07cd2293c518e2db5d8e19e10b2d47d1198fad0b8d83853e62dd28397bd","coverage"
"60","primary","04","资本应该怎样配置","1971","berkshire_1971-巴菲特致股东信","content/letters/berkshire_1971-巴菲特致股东信.md","content/letters/berkshire_1971-巴菲特致股东信.md","a14c1cb9c2e326c83b47fc572eafc44396d136f6b65732e475ad97be569404c1","coverage"
"61","primary","04","资本应该怎样配置","1972","berkshire_1972-巴菲特致股东信","content/letters/berkshire_1972-巴菲特致股东信.md","content/letters/berkshire_1972-巴菲特致股东信.md","e004360b8fcd90532e08d1e50a94edee2963da108f2abfff7d07cb29e98fcfe3","coverage"
"62","primary","04","资本应该怎样配置","1973","berkshire_1973-巴菲特致股东信","content/letters/berkshire_1973-巴菲特致股东信.md","content/letters/berkshire_1973-巴菲特致股东信.md","6c8ff08479b36a9acee8a1d0513df83494ba090a22dbfe62de065af526f96b42","coverage"
"63","primary","04","资本应该怎样配置","1974","berkshire_1974-巴菲特致股东信","content/letters/berkshire_1974-巴菲特致股东信.md","content/letters/berkshire_1974-巴菲特致股东信.md","d68326740f4c76bbd1a9686abab681243f48dc6fe0d00fd922285f51f7a9fa68","coverage"
"65","primary","04","资本应该怎样配置","1975","berkshire_1975-巴菲特致股东信","content/letters/berkshire_1975-巴菲特致股东信.md","content/letters/berkshire_1975-巴菲特致股东信.md","96a0a8ef8775da67d5785dc25a927ed3ca01262feba631ac3932cbcb87e05bd8","coverage"
"66","primary","04","资本应该怎样配置","1976","berkshire_1976-巴菲特致股东信","content/letters/berkshire_1976-巴菲特致股东信.md","content/letters/berkshire_1976-巴菲特致股东信.md","09f71752af4e2a594c1a34704916a591344aa44613815ac125ec4e66721aadf2","coverage"
"68","primary","04","资本应该怎样配置","1977","berkshire_1977-巴菲特致股东信","content/letters/berkshire_1977-巴菲特致股东信.md","content/letters/berkshire_1977-巴菲特致股东信.md","f3e14a38b161af36295f525ff0e082c943a056f1e2e3425e669bf653ff65118a","coverage"
"69","primary","04","资本应该怎样配置","1978","berkshire_1978-巴菲特致股东信","content/letters/berkshire_1978-巴菲特致股东信.md","content/letters/berkshire_1978-巴菲特致股东信.md","c18bdee8e53a5b0cb3f253b66bc184ec9230fa9d3db54cdd38fadbdd136d2092","coverage"
"70","primary","04","资本应该怎样配置","1979","berkshire_1979-巴菲特致股东信","content/letters/berkshire_1979-巴菲特致股东信.md","content/letters/berkshire_1979-巴菲特致股东信.md","aae866a87cafef02f04deb7277e632675677c7a5405257a68c9497a3de199d65","coverage"
"71","primary","04","资本应该怎样配置","1980","berkshire_1980-巴菲特致股东信","content/letters/berkshire_1980-巴菲特致股东信.md","content/letters/berkshire_1980-巴菲特致股东信.md","f1dcef6a48a476c4cdd920d2f57d004590a58627251cbdc5123fedf4d923cf88","coverage"
"72","primary","04","资本应该怎样配置","1981","berkshire_1981-巴菲特致股东信","content/letters/berkshire_1981-巴菲特致股东信.md","content/letters/berkshire_1981-巴菲特致股东信.md","2f9889445b8fe86ddf3066229e60e7db6e368c43ee21d43b8e343487e323b465","coverage"
"73","primary","04","资本应该怎样配置","1982","berkshire_1982-巴菲特致股东信","content/letters/berkshire_1982-巴菲特致股东信.md","content/letters/berkshire_1982-巴菲特致股东信.md","785bab5ab8cab668b7c2adb2680a9d3284524a528dc847f73445fe03596ba120","coverage"
"74","primary","04","资本应该怎样配置","1983","berkshire_1983-巴菲特致股东信","content/letters/berkshire_1983-巴菲特致股东信.md","content/letters/berkshire_1983-巴菲特致股东信.md","59c3cc820c8155906b030675f833b60775973c49b1425d05ce1d731320c2f99c","coverage"
"75","primary","04","资本应该怎样配置","1984","berkshire_1984-巴菲特致股东信","content/letters/berkshire_1984-巴菲特致股东信.md","content/letters/berkshire_1984-巴菲特致股东信.md","ddfec227c4631720bb83552073ba1cd96e5a6634226aa2806cd6f10237e7289f","coverage"
"76","primary","04","资本应该怎样配置","1985","berkshire_1985-巴菲特致股东信","content/letters/berkshire_1985-巴菲特致股东信.md","content/letters/berkshire_1985-巴菲特致股东信.md","555186cd0a31959c47a1e45b3091150309299b00dc3d798b9c1689503a187cb6","coverage"
"77","primary","04","资本应该怎样配置","1986","berkshire_1986-巴菲特致股东信","content/letters/berkshire_1986-巴菲特致股东信.md","content/letters/berkshire_1986-巴菲特致股东信.md","a846c79ddb02c83754926cccc88cc80eb960194b9ccd12d2a90b978787142d11","coverage"
"78","primary","04","资本应该怎样配置","1987","berkshire_1987-巴菲特致股东信","content/letters/berkshire_1987-巴菲特致股东信.md","content/letters/berkshire_1987-巴菲特致股东信.md","a0352262d342ff0f80df65545c2553bfafa457696404d0ed5c08c9a39a3fb7f5","coverage"
"79","primary","04","资本应该怎样配置","1988","berkshire_1988-巴菲特致股东信","content/letters/berkshire_1988-巴菲特致股东信.md","content/letters/berkshire_1988-巴菲特致股东信.md","a20d2a8334e0ee266f7cc4518e484d97a9c9b254197eb301e000e4dee71fcb9e","coverage"
"80","primary","04","资本应该怎样配置","1989","berkshire_1989-巴菲特致股东信","content/letters/berkshire_1989-巴菲特致股东信.md","content/letters/berkshire_1989-巴菲特致股东信.md","64c64e5f57689043022200bee8b5855351fc627a2c53a94a88baba73fe609307","coverage"
"81","primary","04","资本应该怎样配置","1990","berkshire_1990-巴菲特致股东信","content/letters/berkshire_1990-巴菲特致股东信.md","content/letters/berkshire_1990-巴菲特致股东信.md","bb8fee492883e7a10c60b84bf780c02b27d36c97eff4c7b6bd95b3f38f095788","coverage"
"82","primary","04","资本应该怎样配置","1991","berkshire_1991-巴菲特致股东信","content/letters/berkshire_1991-巴菲特致股东信.md","content/letters/berkshire_1991-巴菲特致股东信.md","9a9fd40709b1a52a5644741b9de48a16de3799cf4f52125e6a78d126c6b145a2","coverage"
"83","primary","04","资本应该怎样配置","1992","berkshire_1992-巴菲特致股东信","content/letters/berkshire_1992-巴菲特致股东信.md","content/letters/berkshire_1992-巴菲特致股东信.md","603e67bce42bf655dbec75ceb571ee9d62c846cc9e3185ac68cd1eaf2dd430c3","coverage"
"84","primary","04","资本应该怎样配置","1993","berkshire_1993-巴菲特致股东信","content/letters/berkshire_1993-巴菲特致股东信.md","content/letters/berkshire_1993-巴菲特致股东信.md","8d949d7b808d4261f16a6b66db36666c4c4ea3db926304ae3bf6f989c63aeafe","coverage"
"85","primary","04","资本应该怎样配置","1994","berkshire_1994-巴菲特致股东信","content/letters/berkshire_1994-巴菲特致股东信.md","content/letters/berkshire_1994-巴菲特致股东信.md","d1a321168defa31907528ae3151f127a293f9eb90e48c861b6f3f22ca8c22926","coverage"
"86","primary","04","资本应该怎样配置","1995","berkshire_1995-巴菲特致股东信","content/letters/berkshire_1995-巴菲特致股东信.md","content/letters/berkshire_1995-巴菲特致股东信.md","ee13fdfa246a2e47df3dd428d800142966586bd53875ed9ffffd5db7d6f06ca5","coverage"
"88","primary","04","资本应该怎样配置","1996","berkshire_1996-巴菲特致股东信","content/letters/berkshire_1996-巴菲特致股东信.md","content/letters/berkshire_1996-巴菲特致股东信.md","a5aba630124b05107b4f351ce90b5ac4f3a7b6ed94dc32be183af691e1008f92","coverage"
"89","primary","04","资本应该怎样配置","1997","berkshire_1997-巴菲特致股东信","content/letters/berkshire_1997-巴菲特致股东信.md","content/letters/berkshire_1997-巴菲特致股东信.md","64e85883cf66340a6ba7dfa939080993e6296e022f02cba7a03b5c1ab96f48bf","coverage"
"91","primary","04","资本应该怎样配置","1998","berkshire_1998-巴菲特致股东信","content/letters/berkshire_1998-巴菲特致股东信.md","content/letters/berkshire_1998-巴菲特致股东信.md","e73af37a810f4986bd62815ee974b29bfbdd7129b4fcfebcc9b122a8f4bb04cb","coverage"
"92","primary","04","资本应该怎样配置","1999","berkshire_1999-巴菲特致股东信","content/letters/berkshire_1999-巴菲特致股东信.md","content/letters/berkshire_1999-巴菲特致股东信.md","9b522a255faace08735532f5dc6669c99ef918d25a23dbb2caaf6e8442537165","coverage"
"93","primary","04","资本应该怎样配置","2000","berkshire_2000-巴菲特致股东信","content/letters/berkshire_2000-巴菲特致股东信.md","content/letters/berkshire_2000-巴菲特致股东信.md","93d47cc20f56fe4d1ebc3b25ec8c47a7500a637f2c6a717202ae01509e24881f","coverage"
"95","primary","04","资本应该怎样配置","2001","berkshire_2001-巴菲特致股东信","content/letters/berkshire_2001-巴菲特致股东信.md","content/letters/berkshire_2001-巴菲特致股东信.md","0b327402a2fdfd00a138b61f3356ffefb2e58cbc73608194359104aa91b32548","coverage"
"96","primary","04","资本应该怎样配置","2002","berkshire_2002-巴菲特致股东信","content/letters/berkshire_2002-巴菲特致股东信.md","content/letters/berkshire_2002-巴菲特致股东信.md","855d19c37483e31882a9448c1d683adb8d81f42d7d0e9806b483882ca196a0a8","coverage"
"99","primary","04","资本应该怎样配置","2003","berkshire_2003-巴菲特致股东信","content/letters/berkshire_2003-巴菲特致股东信.md","content/letters/berkshire_2003-巴菲特致股东信.md","755608b81d092904f57cf7321a90ebb33862a768cfab7788b2e731b9c20105ce","coverage"
"100","primary","04","资本应该怎样配置","2004","berkshire_2004-巴菲特致股东信","content/letters/berkshire_2004-巴菲特致股东信.md","content/letters/berkshire_2004-巴菲特致股东信.md","e9c204495dba940d1897dc0e8812b3627fc7db8a204c0494bf9664c867235d43","coverage"
"101","primary","04","资本应该怎样配置","2005","berkshire_2005-巴菲特致股东信","content/letters/berkshire_2005-巴菲特致股东信.md","content/letters/berkshire_2005-巴菲特致股东信.md","b5b95bee18afc7c15c1bd8131d6d1db4351edc47147d18050a2325120a3d7e1a","coverage"
"102","primary","04","资本应该怎样配置","2006","berkshire_2006-巴菲特致股东信","content/letters/berkshire_2006-巴菲特致股东信.md","content/letters/berkshire_2006-巴菲特致股东信.md","e4cff9c295db7fa7422c5eb768fd963196fdaed67d5f37290628d77735dc2af2","coverage"
"104","primary","04","资本应该怎样配置","2007","berkshire_2007-巴菲特致股东信","content/letters/berkshire_2007-巴菲特致股东信.md","content/letters/berkshire_2007-巴菲特致股东信.md","0624e301ba99ecdfc643edf1a649645f08802ba26e3d8cd81f0b5c8388b80e60","coverage"
"107","primary","04","资本应该怎样配置","2008","berkshire_2008-巴菲特致股东信","content/letters/berkshire_2008-巴菲特致股东信.md","content/letters/berkshire_2008-巴菲特致股东信.md","3777bc23cd262701fadb401c63a771fbb56b8bbc56e2516f3a6c1d4a1acb9b64","coverage"
"108","primary","04","资本应该怎样配置","2009","berkshire_2009-巴菲特致股东信","content/letters/berkshire_2009-巴菲特致股东信.md","content/letters/berkshire_2009-巴菲特致股东信.md","82d8ec22e591d55a69c4dbe873a541d4addf38e3328f61d0ad3e2f4fcb73a06b","coverage"
"109","primary","04","资本应该怎样配置","2010","berkshire_2010-巴菲特致股东信","content/letters/berkshire_2010-巴菲特致股东信.md","content/letters/berkshire_2010-巴菲特致股东信.md","469db5f89e5a9247ab95d8d98e412457acc1982497a209f7151bd3eacb001dfb","coverage"
"110","primary","04","资本应该怎样配置","2011","berkshire_2011-巴菲特致股东信","content/letters/berkshire_2011-巴菲特致股东信.md","content/letters/berkshire_2011-巴菲特致股东信.md","23bc27808982f2c9023d9216dc98db8f3e123821b446899639bc3006fe12e900","coverage"
"111","primary","04","资本应该怎样配置","2012","berkshire_2012-巴菲特致股东信","content/letters/berkshire_2012-巴菲特致股东信.md","content/letters/berkshire_2012-巴菲特致股东信.md","855486bd5b8d74ac9eb18dc9fc11b660f8f5446326b94d7940a7114de4f90a7b","coverage"
"112","primary","04","资本应该怎样配置","2013","berkshire_2013-巴菲特致股东信","content/letters/berkshire_2013-巴菲特致股东信.md","content/letters/berkshire_2013-巴菲特致股东信.md","ce9e3805015eb5eb4964e94898c223d307a53b7cc56f70bdc9bf0c7a73fac877","coverage"
"114","primary","04","资本应该怎样配置","2014","berkshire_2014-巴菲特致股东信","content/letters/berkshire_2014-巴菲特致股东信.md","content/letters/berkshire_2014-巴菲特致股东信.md","29ba741eb339870bfc84081bda74d27550c6ee147c1e695f8b4e0795b047fbdf","coverage"
"115","primary","04","资本应该怎样配置","2015","berkshire_2015-巴菲特致股东信","content/letters/berkshire_2015-巴菲特致股东信.md","content/letters/berkshire_2015-巴菲特致股东信.md","bd278cfa0be407b5d0759c449211e46dd7cb900237bde91ceb852faaf7b00b68","coverage"
"116","primary","04","资本应该怎样配置","2016","berkshire_2016-巴菲特致股东信","content/letters/berkshire_2016-巴菲特致股东信.md","content/letters/berkshire_2016-巴菲特致股东信.md","7b51020ebc6bf84efdd3ed59064cba18979a8d9eea3beb66eee0beff39d5e674","coverage"
"117","primary","04","资本应该怎样配置","2017","berkshire_2017-巴菲特致股东信","content/letters/berkshire_2017-巴菲特致股东信.md","content/letters/berkshire_2017-巴菲特致股东信.md","ecdd99f09f78a996a8360b824a135c4b16fd067d296786005db4bf38797e7839","coverage"
"118","primary","04","资本应该怎样配置","2018","berkshire_2018-巴菲特致股东信","content/letters/berkshire_2018-巴菲特致股东信.md","content/letters/berkshire_2018-巴菲特致股东信.md","d51264c218e5c468bd65251d44ee9215ca4dd6ed496a3e1385591c4af42b89b8","coverage"
